sample,raw,filtered
4578,730.0,1.0
4579,1176.0,-16.0
4580,1323.0,-24.0
4581,1007.0,-26.0
4582,702.0,-28.0
4583,813.0,-32.0
4584,1176.0,-31.0
4585,1294.0,-21.0
4586,998.0,-13.0
4587,670.0,-18.0
4588,747.0,-39.0
4589,1105.0,-63.0
4590,1269.0,-75.0
4591,1037.0,-70.0
4592,693.0,-55.0
4593,759.0,-33.0
4594,1145.0,-6.0
4595,1317.0,21.0
4596,1059.0,35.0
4597,732.0,23.0
4598,831.0,-15.0
4599,1227.0,-61.0
4600,1422.0,-93.0
4601,1169.0,-100.0
4602,806.0,-87.0
4603,806.0,-61.0
4604,1137.0,-25.0
4605,1360.0,16.0
4606,1157.0,53.0
4607,1144.0,57.0
4608,1376.0,55.0
4609,1177.0,63.0
4610,835.0,71.0
4611,833.0,71.0
4612,1170.0,61.0
4613,1428.0,46.0
4614,1241.0,29.0
4615,898.0,8.0
4616,820.0,-11.0
4617,1112.0,-19.0
4618,1432.0,-6.0
4619,1331.0,22.0
4620,1461.0,66.0
4621,1351.0,61.0
4622,1015.0,50.0
4623,914.0,30.0
4624,1236.0,7.0
4625,1563.0,-6.0
4626,1463.0,-7.0
4627,1097.0,0.0
4628,951.0,7.0
4629,1211.0,19.0
4630,1529.0,37.0
4631,931.0,-17.0
4632,1148.0,-56.0
4633,1517.0,-77.0
4634,1546.0,-71.0
4635,1181.0,-44.0
4636,953.0,-14.0
4637,1182.0,9.0
4638,1549.0,26.0
4639,1574.0,33.0
4640,1181.0,24.0
4641,909.0,-4.0
4642,1153.0,-45.0
4643,1593.0,-78.0
4644,1722.0,-92.0
4645,1429.0,-88.0
4646,1191.0,-77.0
4647,1339.0,-63.0
4648,1686.0,-43.0
4649,1796.0,-21.0
4650,1486.0,-8.0
4651,1179.0,-13.0
4652,1284.0,-34.0
4653,1638.0,-52.0
4654,1751.0,-50.0
4655,1467.0,-23.0
4656,1171.0,20.0
4657,1607.0,123.0
4658,1760.0,162.0
4659,1504.0,172.0
4660,1191.0,141.0
4661,1282.0,74.0
4662,1676.0,-1.0
4663,1833.0,-60.0
4664,1576.0,-89.0
4665,1207.0,-92.0
4666,1257.0,-75.0
4667,1624.0,-46.0
4668,1839.0,-9.0
4669,1616.0,20.0
4670,1250.0,30.0
4671,1293.0,19.0
4672,1679.0,-1.0
4673,1982.0,-18.0
4674,1824.0,-29.0
4675,1512.0,-41.0
4676,1519.0,-61.0
4677,1876.0,-81.0
4678,2086.0,-95.0
4679,1797.0,-100.0
4680,1276.0,-102.0
4681,1129.0,-101.0
4682,1413.0,-87.0
4683,1632.0,-53.0
4684,1470.0,0.0
4685,1125.0,59.0
4686,1084.0,111.0
4687,1401.0,151.0
4688,1637.0,175.0
4689,1425.0,170.0
4690,1011.0,115.0
4691,902.0,6.0
4692,1189.0,-139.0
4693,1472.0,-287.0
4694,1377.0,-401.0
4695,1042.0,-458.0
4696,933.0,-447.0
4697,1197.0,-369.0
4698,1484.0,-243.0
4699,1387.0,-112.0
4700,1023.0,-25.0
4701,1191.0,-61.0
4702,1590.0,-69.0
4703,1570.0,-80.0
4704,1187.0,-83.0
4705,964.0,-74.0
4706,1159.0,-49.0
4707,1521.0,-5.0
4708,1564.0,50.0
4709,1209.0,98.0
4710,971.0,121.0
4711,1119.0,118.0
4712,1497.0,103.0
4713,1550.0,87.0
4714,1198.0,74.0
4715,912.0,62.0
4716,1446.0,61.0
4717,1535.0,80.0
4718,1210.0,100.0
4719,901.0,109.0
4720,1068.0,105.0
4721,1456.0,97.0
4722,1536.0,93.0
4723,1232.0,89.0
4724,933.0,76.0
4725,1049.0,55.0
4726,1438.0,36.0
4727,1568.0,28.0
4728,1258.0,29.0
4729,927.0,34.0
4730,963.0,39.0
4731,1320.0,51.0
4732,1461.0,71.0
4733,1193.0,91.0
4734,856.0,98.0
4735,912.0,92.0
4736,1265.0,81.0
4737,1427.0,76.0
4738,1137.0,77.0
4739,811.0,75.0
4740,878.0,66.0
4741,1239.0,53.0
4742,1415.0,43.0
4743,1182.0,34.0
4744,827.0,21.0
4745,836.0,6.0
4746,1198.0,0.0
4747,1417.0,8.0
4748,1211.0,26.0
4749,888.0,42.0
4750,882.0,46.0
4751,1222.0,42.0
4752,1448.0,40.0
4753,1211.0,41.0
4754,857.0,40.0
4755,846.0,34.0
4756,1192.0,28.0
4757,1455.0,30.0
4758,1281.0,40.0
4759,894.0,52.0
4760,793.0,61.0
4761,1104.0,73.0
4762,1383.0,91.0
4763,1294.0,111.0
4764,930.0,121.0
4765,824.0,114.0
4766,1088.0,97.0
4767,1384.0,86.0
4768,1289.0,87.0
4769,922.0,94.0
4770,767.0,99.0
4771,1025.0,101.0
4772,1361.0,103.0
4773,1294.0,105.0
4774,781.0,94.0
4775,1034.0,84.0
4776,1345.0,85.0
4777,1306.0,97.0
4778,924.0,106.0
4779,734.0,100.0
4780,999.0,81.0
4781,1373.0,61.0
4782,1363.0,49.0
4783,988.0,46.0
4784,751.0,46.0
4785,985.0,51.0
4786,1360.0,64.0
4787,1389.0,83.0
4788,1059.0,94.0
4789,826.0,87.0
4790,1018.0,68.0
4791,1384.0,51.0
4792,1400.0,48.0
4793,1007.0,55.0
4794,738.0,64.0
4795,916.0,71.0
4796,1288.0,80.0
4797,1366.0,92.0
4798,1037.0,101.0
4799,750.0,100.0
4800,879.0,93.0
4801,1248.0,91.0
4802,1322.0,97.0
4803,999.0,99.0
4804,736.0,85.0
4805,892.0,54.0
4806,1296.0,20.0
4807,1429.0,-2.0
4808,1114.0,-11.0
4809,772.0,-9.0
4810,861.0,0.0
4811,1250.0,16.0
4812,1409.0,36.0
4813,1199.0,46.0
4814,967.0,37.0
4815,1110.0,14.0
4816,1536.0,-5.0
4817,1726.0,-7.0
4818,856.0,312.0
4819,1181.0,250.0
4820,1414.0,140.0
4821,1202.0,8.0
4822,863.0,-117.0
4823,862.0,-207.0
4824,1200.0,-232.0
4825,1434.0,-183.0
4826,1258.0,-82.0
4827,892.0,29.0
4828,837.0,111.0
4829,1174.0,142.0
4830,1466.0,122.0
4831,1321.0,58.0
4832,942.0,-33.0
4833,830.0,-130.0
4834,1114.0,-201.0
4835,1401.0,-225.0
4836,1290.0,-204.0
4837,957.0,-157.0
4838,803.0,-110.0
4839,1081.0,-72.0
4840,1358.0,-45.0
4841,1266.0,-28.0
4842,894.0,-24.0
4843,763.0,-35.0
4844,1340.0,-70.0
4845,1007.0,-74.0
4846,868.0,-83.0
4847,1127.0,-92.0
4848,1467.0,-94.0
4849,1473.0,-86.0
4850,1119.0,-79.0
4851,938.0,-81.0
4852,1184.0,-89.0
4853,1520.0,-91.0
4854,1488.0,-79.0
4855,1142.0,-58.0
4856,922.0,-37.0
4857,1558.0,29.0
4858,1222.0,44.0
4859,962.0,45.0
4860,1134.0,35.0
4861,1518.0,26.0
4862,1568.0,23.0
4863,1272.0,22.0
4864,1006.0,15.0
4865,1168.0,3.0
4866,1463.0,-1.0
4867,1509.0,7.0
4868,1185.0,25.0
4869,930.0,42.0
4870,1078.0,52.0
4871,1440.0,59.0
4872,1515.0,64.0
4873,1219.0,63.0
4874,910.0,48.0
4875,1012.0,23.0
4876,1394.0,-1.0
4877,1521.0,-20.0
4878,1231.0,-36.0
4879,923.0,-59.0
4880,992.0,-86.0
4881,1400.0,-107.0
4882,1571.0,-110.0
4883,1307.0,-97.0
4884,944.0,-82.0
4885,962.0,-70.0
4886,1354.0,-63.0
4887,1550.0,-58.0
4888,1298.0,-59.0
4889,946.0,-72.0
4890,982.0,-92.0
4891,1558.0,-101.0
4892,1344.0,-83.0
4893,986.0,-65.0
4894,988.0,-58.0
4895,1356.0,-58.0
4896,1573.0,-60.0
4897,1354.0,-62.0
4898,1008.0,-70.0
4899,1540.0,-45.0
4900,1390.0,-38.0
4901,1064.0,-29.0
4902,999.0,-27.0
4903,1314.0,-30.0
4904,1613.0,-32.0
4905,1494.0,-29.0
4906,1123.0,-28.0
4907,1002.0,-30.0
4908,1280.0,-30.0
4909,1572.0,-22.0
4910,1512.0,-9.0
4911,1162.0,0.0
4912,1039.0,-2.0
4913,1310.0,-11.0
4914,1644.0,-14.0
4915,1575.0,-4.0
4916,1191.0,9.0
4917,1017.0,19.0
4918,1251.0,22.0
4919,1589.0,22.0
4920,1549.0,19.0
4921,1169.0,11.0
4922,1465.0,-90.0
4923,1513.0,-94.0
4924,1161.0,-88.0
4925,866.0,-80.0
4926,992.0,-67.0
4927,1336.0,-42.0
4928,1441.0,-5.0
4929,1167.0,29.0
4930,951.0,44.0
4931,1170.0,34.0
4932,1615.0,6.0
4933,1749.0,-27.0
4934,1456.0,-62.0
4935,1086.0,-98.0
4936,1084.0,-128.0
4937,1398.0,-142.0
4938,1500.0,-134.0
4939,1193.0,-110.0
4940,847.0,-75.0
4941,935.0,-30.0
4942,1303.0,33.0
4943,1473.0,116.0
4944,1180.0,199.0
4945,848.0,252.0
4946,1282.0,111.0
4947,1524.0,115.0
4948,1306.0,79.0
4949,940.0,14.0
4950,939.0,-58.0
4951,1270.0,-110.0
4952,1515.0,-122.0
4953,1351.0,-97.0
4954,985.0,-53.0
4955,917.0,-8.0
4956,1259.0,29.0
4957,1533.0,58.0
4958,1399.0,73.0
4959,1055.0,71.0
4960,975.0,54.0
4961,1285.0,37.0
4962,1550.0,33.0
4963,1425.0,44.0
4964,1070.0,60.0
4965,974.0,71.0
4966,1313.0,77.0
4967,1615.0,83.0
4968,1489.0,92.0
4969,1088.0,96.0
4970,952.0,94.0
4971,1235.0,89.0
4972,1576.0,89.0
4973,1507.0,93.0
4974,1164.0,93.0
4975,1012.0,83.0
4976,1295.0,70.0
4977,1591.0,65.0
4978,1528.0,72.0
4979,1200.0,81.0
4980,1030.0,83.0
4981,1267.0,75.0
4982,1634.0,64.0
4983,1653.0,57.0
4984,1251.0,51.0
4985,1029.0,47.0
4986,1257.0,47.0
4987,1601.0,60.0
4988,1589.0,81.0
4989,1228.0,96.0
4990,990.0,94.0
4991,1171.0,76.0
4992,1523.0,58.0
4993,1540.0,50.0
4994,1195.0,51.0
4995,961.0,52.0
4996,1151.0,52.0
4997,1532.0,51.0
4998,1607.0,49.0
4999,1263.0,39.0
5000,977.0,16.0
5001,1111.0,-15.0
5002,1472.0,-40.0
5003,1576.0,-50.0
5004,1235.0,-50.0
5005,941.0,-48.0
5006,1079.0,-46.0
5007,1458.0,-38.0
5008,1314.0,-2.0
5009,1039.0,6.0
5010,1141.0,1.0
5011,1493.0,-13.0
5012,1627.0,-30.0
5013,1350.0,-50.0
5014,1040.0,-74.0
5015,1120.0,-97.0
5016,1530.0,-106.0
5017,1699.0,-91.0
5018,1440.0,-58.0
5019,1070.0,-21.0
5020,1095.0,9.0
5021,1467.0,35.0
5022,1703.0,54.0
5023,1480.0,61.0
5024,1095.0,49.0
5025,1087.0,22.0
5026,1460.0,-3.0
5027,1709.0,-14.0
5028,1556.0,-7.0
5029,1186.0,6.0
5030,1158.0,16.0
5031,1499.0,24.0
5032,1699.0,32.0
5033,1493.0,36.0
5034,1133.0,29.0
5035,1115.0,12.0
5036,1466.0,-2.0
5037,1742.0,-2.0
5038,1593.0,10.0
5039,1235.0,27.0
5040,1175.0,39.0
5041,1503.0,45.0
5042,1762.0,47.0
5043,1643.0,43.0
5044,1285.0,23.0
5045,1190.0,-10.0
5046,1472.0,-46.0
5047,1761.0,-63.0
5048,1671.0,-55.0
5049,1351.0,-29.0
5050,1281.0,3.0
5051,1540.0,36.0
5052,1806.0,63.0
5053,1676.0,79.0
5054,1243.0,73.0
5055,1102.0,46.0
5056,1371.0,8.0
5057,1679.0,-20.0
5058,1598.0,-31.0
5059,1199.0,-26.0
5060,1035.0,-12.0
5061,1327.0,8.0
5062,1683.0,34.0
5063,1608.0,56.0
5064,1211.0,56.0
5065,1009.0,26.0
5066,1611.0,-137.0
5067,1280.0,-165.0
5068,1073.0,-174.0
5069,1288.0,-159.0
5070,1655.0,-122.0
5071,1653.0,-75.0
5072,1339.0,-38.0
5073,1184.0,-28.0
5074,1418.0,-45.0
5075,1833.0,-73.0
5076,1913.0,-98.0
5077,1588.0,-115.0
5078,1722.0,-83.0
5079,1720.0,-41.0
5080,1325.0,1.0
5081,997.0,30.0
5082,1152.0,47.0
5083,1567.0,66.0
5084,1678.0,97.0
5085,1368.0,134.0
5086,1066.0,166.0
5087,1154.0,177.0
5088,1497.0,164.0
5089,1626.0,121.0
5090,1367.0,46.0
5091,1067.0,-53.0
5092,1141.0,-155.0
5093,1499.0,-225.0
5094,1635.0,-238.0
5095,1331.0,-196.0
5096,1035.0,-120.0
5097,1150.0,-38.0
5098,1528.0,28.0
5099,1696.0,64.0
5100,1442.0,60.0
5101,1128.0,15.0
5102,1156.0,-53.0
5103,1502.0,-115.0
5104,1679.0,-149.0
5105,1445.0,-151.0
5106,1098.0,-133.0
5107,1135.0,-106.0
5108,1479.0,-71.0
5109,1713.0,-30.0
5110,1172.0,33.0
5111,1080.0,52.0
5112,1422.0,59.0
5113,1733.0,60.0
5114,1603.0,57.0
5115,1221.0,49.0
5116,1093.0,37.0
5117,1397.0,31.0
5118,1661.0,38.0
5119,1548.0,52.0
5120,1202.0,57.0
5121,1112.0,44.0
5122,1457.0,19.0
5123,1792.0,0.0
5124,1649.0,-5.0
5125,1245.0,2.0
5126,1100.0,14.0
5127,1380.0,28.0
5128,1695.0,40.0
5129,1593.0,45.0
5130,1208.0,36.0
5131,1047.0,14.0
5132,1290.0,-3.0
5133,1596.0,-1.0
5134,1551.0,23.0
5135,1191.0,56.0
5136,984.0,78.0
5137,1175.0,81.0
5138,1487.0,66.0
5139,1497.0,38.0
5140,1193.0,0.0
5141,1004.0,-41.0
5142,1184.0,-71.0
5143,1530.0,-79.0
5144,1585.0,-65.0
5145,1239.0,-41.0
5146,992.0,-26.0
5147,1147.0,-25.0
5148,1511.0,-33.0
5149,1579.0,-43.0
5150,1250.0,-53.0
5151,977.0,-62.0
5152,1136.0,-66.0
5153,1495.0,-54.0
5154,1601.0,-27.0
5155,1291.0,5.0
5156,1030.0,24.0
5157,1157.0,26.0
5158,1530.0,17.0
5159,1608.0,5.0
5160,1291.0,-5.0
5161,1038.0,-17.0
5162,1163.0,-25.0
5163,1537.0,-21.0
5164,1674.0,0.0
5165,1385.0,27.0
5166,1043.0,50.0
5167,1115.0,63.0
5168,1468.0,70.0
5169,1644.0,75.0
5170,1383.0,76.0
5171,1050.0,65.0
5172,1080.0,47.0
5173,1426.0,34.0
5174,1591.0,35.0
5175,1365.0,47.0
5176,1050.0,58.0
5177,1055.0,61.0
5178,1410.0,58.0
5179,1625.0,54.0
5180,1385.0,46.0
5181,1031.0,31.0
5182,1056.0,11.0
5183,1418.0,-3.0
5184,1481.0,3.0
5185,1166.0,10.0
5186,1156.0,8.0
5187,1451.0,5.0
5188,1683.0,7.0
5189,1487.0,13.0
5190,1117.0,16.0
5191,1104.0,12.0
5192,1459.0,6.0
5193,1741.0,10.0
5194,1596.0,24.0
5195,1193.0,42.0
5196,1081.0,59.0
5197,1370.0,73.0
5198,1619.0,86.0
5199,1500.0,92.0
5200,1155.0,79.0
5201,1024.0,50.0
5202,1286.0,19.0
5203,1565.0,4.0
5204,1459.0,13.0
5205,1135.0,36.0
5206,1007.0,59.0
5207,1259.0,71.0
5208,1565.0,71.0
5209,1476.0,54.0
5210,1115.0,20.0
5211,935.0,-26.0
5212,1170.0,-69.0
5213,1503.0,-91.0
5214,1513.0,-86.0
5215,1170.0,-68.0
5216,982.0,-49.0
5217,1252.0,-36.0
5218,1663.0,-25.0
5219,1696.0,-17.0
5220,1372.0,-19.0
5221,1212.0,-35.0
5222,1473.0,-59.0
5223,1794.0,-80.0
5224,1706.0,-88.0
5225,1284.0,-84.0
5226,970.0,-72.0
5227,1083.0,-50.0
5228,1429.0,-10.0
5229,1472.0,44.0
5230,1152.0,102.0
5231,907.0,148.0
5232,1120.0,179.0
5233,1502.0,196.0
5234,1563.0,196.0
5235,1217.0,166.0
5236,914.0,97.0
5237,1042.0,-3.0
5238,1432.0,-111.0
5239,1548.0,-199.0
5240,1236.0,-250.0
5241,936.0,-255.0
5242,1044.0,-211.0
5243,1435.0,-124.0
5244,1567.0,-16.0
5245,1287.0,77.0
5246,993.0,123.0
5247,1092.0,109.0
5248,1455.0,51.0
5249,1654.0,-24.0
5250,1388.0,-96.0
5251,1036.0,-150.0
5252,1080.0,-172.0
5253,1432.0,-156.0
5254,1599.0,-106.0
5255,1354.0,-43.0
5256,1041.0,10.0
5257,1066.0,42.0
5258,1408.0,59.0
5259,1604.0,70.0
5260,1391.0,78.0
5261,1054.0,76.0
5262,1061.0,63.0
5263,1419.0,46.0
5264,1434.0,20.0
5265,1092.0,5.0
5266,1076.0,-11.0
5267,1392.0,-19.0
5268,1622.0,-11.0
5269,1450.0,7.0
5270,1088.0,26.0
5271,1015.0,36.0
5272,1352.0,38.0
5273,1621.0,39.0
5274,1450.0,40.0
5275,1069.0,35.0
5276,1194.0,5.0
5277,1069.0,-4.0
5278,1347.0,-15.0
5279,1633.0,-20.0
5280,1545.0,-16.0
5281,1167.0,-14.0
5282,1021.0,-16.0
5283,1281.0,-18.0
5284,1569.0,-9.0
5285,1470.0,11.0
5286,1133.0,35.0
5287,990.0,52.0
5288,1247.0,61.0
5289,1539.0,62.0
5290,1437.0,56.0
5291,1096.0,35.0
5292,930.0,0.0
5293,1219.0,-39.0
5294,1564.0,-65.0
5295,1532.0,-72.0
5296,1167.0,-65.0
5297,944.0,-54.0
5298,1133.0,-42.0
5299,1480.0,-29.0
5300,1486.0,-26.0
5301,1172.0,3.0
5302,1408.0,1.0
5303,1510.0,-21.0
5304,1190.0,-45.0
5305,872.0,-67.0
5306,1016.0,-80.0
5307,1418.0,-74.0
5308,1591.0,-47.0
5309,1302.0,-14.0
5310,1007.0,10.0
5311,1109.0,20.0
5312,1516.0,20.0
5313,1710.0,17.0
5314,1511.0,10.0
5315,1189.0,-2.0
5316,1230.0,-19.0
5317,1572.0,-26.0
5318,1772.0,-16.0
5319,1598.0,8.0
5320,1271.0,36.0
5321,1282.0,64.0
5322,1630.0,92.0
5323,1855.0,124.0
5324,1657.0,154.0
5325,1298.0,171.0
5326,1251.0,172.0
5327,1574.0,165.0
5328,1800.0,158.0
5329,1635.0,152.0
5330,1290.0,141.0
5331,1255.0,125.0
5332,1593.0,113.0
5333,1856.0,114.0
5334,1564.0,17.0
5335,1503.0,19.0
5336,1903.0,8.0
5337,2264.0,-7.0
5338,2216.0,-21.0
5339,1880.0,-34.0
5340,1734.0,-46.0
5341,1958.0,-47.0
5342,2167.0,-30.0
5343,2056.0,3.0
5344,1681.0,41.0
5345,1492.0,75.0
5346,1729.0,108.0
5347,2087.0,146.0
5348,2078.0,189.0
5349,1707.0,228.0
5350,1477.0,246.0
5351,1690.0,239.0
5352,2086.0,207.0
5353,2133.0,148.0
5354,1763.0,63.0
5355,1509.0,-37.0
5356,1662.0,-131.0
5357,2030.0,-187.0
5358,2078.0,-193.0
5359,1735.0,-156.0
5360,2034.0,-5.0
5361,2097.0,12.0
5362,1783.0,0.0
5363,1519.0,-43.0
5364,1674.0,-104.0
5365,2053.0,-160.0
5366,2180.0,-198.0
5367,1879.0,-218.0
5368,1594.0,-229.0
5369,1735.0,-230.0
5370,2085.0,-217.0
5371,2170.0,-187.0
5372,1888.0,-151.0
5373,1620.0,-121.0
5374,1735.0,-104.0
5375,2136.0,-92.0
5376,2247.0,-81.0
5377,1928.0,-73.0
5378,1608.0,-71.0
5379,1771.0,-75.0
5380,2189.0,-78.0
5381,2280.0,-76.0
5382,1736.0,-80.0
5383,1787.0,-90.0
5384,2164.0,-95.0
5385,2278.0,-87.0
5386,2127.0,-71.0
5387,1844.0,-56.0
5388,1890.0,-49.0
5389,2249.0,-43.0
5390,2278.0,-34.0
5391,2265.0,-23.0
5392,2051.0,-16.0
5393,2064.0,-18.0
5394,2278.0,-22.0
5395,2283.0,-24.0
5396,2284.0,-25.0
5397,2268.0,-28.0
5398,2266.0,-33.0
5399,2277.0,-34.0
5400,2282.0,-21.0
5401,2275.0,4.0
5402,2278.0,34.0
5403,2275.0,57.0
5404,2282.0,66.0
5405,2282.0,65.0
5406,2281.0,61.0
5407,2279.0,57.0
5408,2278.0,51.0
5409,2289.0,43.0
5410,2277.0,36.0
5411,2277.0,33.0
5412,2275.0,32.0
5413,2277.0,23.0
5414,2282.0,4.0
5415,2281.0,-16.0
5416,2280.0,-29.0
5417,2279.0,-31.0
5418,2284.0,-27.0
5419,2279.0,-27.0
5420,2282.0,-31.0
5421,2292.0,-36.0
5422,2286.0,-41.0
5423,2290.0,-50.0
5424,2283.0,-64.0
5425,2290.0,-79.0
5426,2283.0,-87.0
5427,2283.0,-87.0
5428,2281.0,-84.0
5429,2281.0,-85.0
5430,2285.0,-80.0
5431,2288.0,-76.0
5432,2284.0,-77.0
5433,2283.0,-80.0
5434,2282.0,-81.0
5435,2286.0,-78.0
5436,2286.0,-76.0
5437,2286.0,-79.0
5438,2286.0,-83.0
5439,2282.0,-82.0
5440,2282.0,-77.0
5441,2288.0,-67.0
5442,2283.0,-62.0
5443,2279.0,-59.0
5444,2283.0,-60.0
5445,2288.0,-62.0
5446,2288.0,-61.0
5447,2279.0,-56.0
5448,2280.0,-52.0
5449,2280.0,-51.0
5450,2286.0,-52.0
5451,2286.0,-50.0
5452,2282.0,-45.0
5453,2285.0,-40.0
5454,2286.0,-38.0
5455,2291.0,-37.0
5456,2281.0,-33.0
5457,2279.0,-28.0
5458,2283.0,-23.0
5459,2285.0,-23.0
5460,2281.0,-24.0
5461,2288.0,-22.0
5462,2282.0,-18.0
5463,2285.0,-14.0
5464,2290.0,-11.0
5465,2286.0,-9.0
5466,2281.0,-5.0
5467,2292.0,0.0
5468,2283.0,3.0
5469,2280.0,3.0
5470,2283.0,2.0
5471,2285.0,2.0
5472,2288.0,6.0
5473,2282.0,31.0
5474,2283.0,32.0
5475,2282.0,34.0
5476,2284.0,38.0
5477,2286.0,41.0
5478,2284.0,42.0
5479,2277.0,42.0
5480,2279.0,43.0
5481,2284.0,46.0
5482,2278.0,49.0
5483,2157.0,50.0
5484,2205.0,50.0
5485,2280.0,51.0
5486,2093.0,54.0
5487,1599.0,56.0
5488,1396.0,56.0
5489,1645.0,56.0
5490,1983.0,57.0
5491,1924.0,59.0
5492,1499.0,58.0
5493,1264.0,55.0
5494,1457.0,50.0
5495,1761.0,41.0
5496,1404.0,12.0
5497,694.0,-52.0
5498,294.0,-157.0
5499,446.0,-279.0
5500,784.0,-384.0
5501,822.0,-443.0
5502,496.0,-445.0
5503,211.0,-392.0
5504,373.0,-294.0
5505,764.0,-189.0
5506,788.0,-133.0
5507,419.0,-179.0
5508,167.0,-340.0
5509,383.0,-574.0
5510,724.0,-812.0
5511,656.0,-984.0
5512,-14.0,-980.0
5513,-22.0,-795.0
5514,-24.0,-537.0
5515,-22.0,-275.0
5516,-21.0,-81.0
5517,-19.0,9.0
5518,-24.0,6.0
5519,-21.0,-50.0
5520,-25.0,-122.0
5521,-23.0,-181.0
5522,-19.0,-217.0
5523,-22.0,287.0
5524,-21.0,322.0
5525,-25.0,377.0
5526,-22.0,440.0
5527,-23.0,499.0
5528,-23.0,543.0
5529,-24.0,568.0
5530,-22.0,578.0
5531,-25.0,579.0
5532,-23.0,577.0
5533,-18.0,573.0
5534,-23.0,567.0
5535,-25.0,561.0
5536,-26.0,558.0
5537,-22.0,557.0
5538,-21.0,555.0
5539,-25.0,551.0
5540,-16.0,546.0
5541,-25.0,542.0
5542,-25.0,539.0
5543,-25.0,535.0
5544,-29.0,529.0
5545,-21.0,521.0
5546,-25.0,514.0
5547,-24.0,400.0
5548,-24.0,389.0
5549,-25.0,377.0
5550,-19.0,367.0
5551,-16.0,357.0
5552,-22.0,346.0
5553,-23.0,333.0
5554,-22.0,318.0
5555,-24.0,303.0
5556,-23.0,290.0
5557,-18.0,278.0
5558,-18.0,264.0
5559,-24.0,250.0
5560,-21.0,237.0
5561,-25.0,227.0
5562,-21.0,203.0
5563,-23.0,190.0
5564,-20.0,178.0
5565,-26.0,165.0
5566,-23.0,152.0
5567,-30.0,137.0
5568,-19.0,123.0
5569,-14.0,110.0
5570,-20.0,99.0
5571,-22.0,88.0
5572,-23.0,76.0
5573,-22.0,64.0
5574,-19.0,52.0
5575,-24.0,40.0
5576,-23.0,29.0
5577,-19.0,16.0
5578,-19.0,4.0
5579,-24.0,-6.0
5580,-25.0,-15.0
5581,-18.0,-23.0
5582,-24.0,-33.0
5583,-18.0,-42.0
5584,-22.0,-52.0
5585,-19.0,-62.0
5586,-22.0,-72.0
5587,-24.0,-83.0
5588,-21.0,-94.0
5589,-22.0,-103.0
5590,-23.0,-110.0
5591,-22.0,-116.0
5592,-14.0,-123.0
5593,-24.0,-130.0
5594,-24.0,-137.0
5595,-20.0,-144.0
5596,-27.0,-150.0
5597,-25.0,-165.0
5598,-20.0,-172.0
5599,-22.0,-178.0
5600,-21.0,-184.0
5601,-16.0,-189.0
5602,-26.0,-194.0
5603,-25.0,-199.0
5604,-25.0,-202.0
5605,-21.0,-206.0
5606,-22.0,-211.0
5607,-22.0,-217.0
5608,-19.0,-221.0
5609,-16.0,-225.0
5610,-16.0,-228.0
5611,-25.0,-230.0
5612,-23.0,-233.0
5613,-24.0,-235.0
5614,-25.0,-237.0
5615,-19.0,-240.0
5616,-20.0,-243.0
5617,-23.0,-247.0
5618,-25.0,-248.0
5619,-21.0,-248.0
5620,-22.0,-247.0
5621,-14.0,-247.0
5622,-21.0,-247.0
5623,-21.0,-248.0
5624,-21.0,-249.0
5625,-29.0,-252.0
5626,-24.0,-254.0
5627,-22.0,-256.0
5628,-20.0,-256.0
5629,-22.0,-254.0
5630,-26.0,-251.0
5631,-22.0,-248.0
5632,-23.0,-246.0
5633,75.0,-244.0
5634,186.0,-243.0
5635,1.0,-243.0
5636,-21.0,-244.0
5637,116.0,-245.0
5638,481.0,-245.0
5639,535.0,-244.0
5640,209.0,-243.0
5641,-12.0,-241.0
5642,232.0,-235.0
5643,612.0,-222.0
5644,710.0,-202.0
5645,397.0,-182.0
5646,134.0,-163.0
5647,293.0,-137.0
5648,679.0,-97.0
5649,781.0,-48.0
5650,506.0,-2.0
5651,256.0,28.0
5652,427.0,42.0
5653,849.0,47.0
5654,994.0,46.0
5655,725.0,35.0
5656,408.0,19.0
5657,470.0,11.0
5658,852.0,21.0
5659,1072.0,43.0
5660,825.0,60.0
5661,509.0,63.0
5662,613.0,60.0
5663,987.0,65.0
5664,646.0,-13.0
5665,681.0,-33.0
5666,1031.0,-61.0
5667,1293.0,-85.0
5668,1083.0,-104.0
5669,685.0,-118.0
5670,681.0,-123.0
5671,1117.0,-119.0
5672,1397.0,-110.0
5673,1184.0,-108.0
5674,806.0,-121.0
5675,783.0,-142.0
5676,1166.0,-160.0
5677,1448.0,-168.0
5678,850.0,-170.0
5679,1207.0,-167.0
5680,1494.0,-157.0
5681,1345.0,-143.0
5682,976.0,-133.0
5683,895.0,-129.0
5684,1226.0,-124.0
5685,1572.0,-117.0
5686,1304.0,-112.0
5687,1192.0,-102.0
5688,1493.0,-90.0
5689,1819.0,-57.0
5690,1472.0,-51.0
5691,1317.0,-58.0
5692,1563.0,-73.0
5693,1840.0,-88.0
5694,1682.0,-97.0
5695,1180.0,-100.0
5696,891.0,-99.0
5697,1018.0,-89.0
5698,1319.0,-68.0
5699,1286.0,-38.0
5700,893.0,-8.0
5701,649.0,13.0
5702,841.0,22.0
5703,1202.0,16.0
5704,1197.0,-12.0
5705,855.0,-74.0
5706,620.0,-174.0
5707,813.0,-302.0
5708,1160.0,-433.0
5709,1176.0,-543.0
5710,835.0,-616.0
