sample,raw,filtered
321,-23.0,17.0
322,-26.0,16.0
323,-24.0,16.0
324,-23.0,16.0
325,-18.0,15.0
326,-23.0,15.0
327,-16.0,16.0
328,-21.0,16.0
329,-25.0,16.0
330,-22.0,15.0
331,-23.0,15.0
332,-24.0,14.0
333,-21.0,13.0
334,-26.0,13.0
335,-24.0,12.0
336,-26.0,12.0
337,-18.0,12.0
338,-25.0,12.0
339,-24.0,13.0
340,-20.0,13.0
341,-23.0,12.0
342,-25.0,12.0
343,-22.0,11.0
344,-21.0,10.0
345,-27.0,9.0
346,-16.0,8.0
347,-27.0,8.0
348,-17.0,8.0
349,-23.0,7.0
350,-25.0,7.0
351,-22.0,7.0
352,-21.0,7.0
353,-28.0,7.0
354,-22.0,6.0
355,-18.0,6.0
356,-18.0,6.0
357,-22.0,6.0
358,-18.0,5.0
359,-22.0,5.0
360,-29.0,5.0
361,-23.0,5.0
362,-20.0,5.0
363,-21.0,5.0
364,-22.0,4.0
365,-21.0,4.0
366,-18.0,3.0
367,-23.0,3.0
368,-24.0,4.0
369,-23.0,4.0
370,-16.0,4.0
371,-18.0,4.0
372,-24.0,3.0
373,-22.0,2.0
374,-25.0,2.0
375,-19.0,1.0
376,-20.0,1.0
377,-20.0,1.0
378,-20.0,1.0
379,-18.0,1.0
380,-18.0,1.0
381,-20.0,1.0
382,-16.0,1.0
383,-23.0,1.0
384,-20.0,0.0
385,-19.0,0.0
386,-24.0,0.0
387,-23.0,0.0
388,-20.0,0.0
389,-22.0,0.0
390,-21.0,0.0
391,-27.0,0.0
392,-16.0,0.0
393,-20.0,0.0
394,-26.0,0.0
395,-21.0,0.0
396,-23.0,0.0
397,-27.0,0.0
398,-20.0,-1.0
399,-20.0,-2.0
400,-19.0,-2.0
401,-20.0,-2.0
402,-24.0,-3.0
403,-22.0,-3.0
404,-21.0,-3.0
405,-17.0,-3.0
406,-23.0,-3.0
407,-25.0,-3.0
408,-18.0,-4.0
409,-26.0,-4.0
410,-20.0,-4.0
411,-25.0,-3.0
412,-27.0,-3.0
413,-20.0,-3.0
414,-23.0,-2.0
415,-23.0,-2.0
416,-22.0,-3.0
417,-20.0,-3.0
418,-30.0,-3.0
419,-25.0,-3.0
420,-19.0,-4.0
421,-20.0,-4.0
422,-23.0,-4.0
423,-25.0,-3.0
424,-20.0,-3.0
425,-20.0,-3.0
426,-23.0,-2.0
427,-24.0,-2.0
428,-23.0,-2.0
429,-18.0,-2.0
430,-18.0,-3.0
431,-20.0,-3.0
432,-23.0,-3.0
433,-20.0,-3.0
434,-22.0,-3.0
435,-11.0,-2.0
436,-22.0,-2.0
437,-29.0,-2.0
438,-19.0,-2.0
439,-24.0,-2.0
440,-27.0,-1.0
441,-23.0,-1.0
442,-24.0,-1.0
443,-25.0,-1.0
444,-23.0,0.0
445,-25.0,0.0
446,-24.0,0.0
447,-20.0,0.0
448,-27.0,-1.0
449,-25.0,-3.0
450,-25.0,-2.0
451,-20.0,-2.0
452,-18.0,-1.0
453,-23.0,-1.0
454,-20.0,0.0
455,-16.0,0.0
456,-27.0,0.0
457,-18.0,0.0
458,-25.0,0.0
459,-21.0,-1.0
460,-26.0,-1.0
461,-22.0,-2.0
462,-21.0,-2.0
463,-25.0,-2.0
464,-23.0,-1.0
465,-20.0,0.0
466,-21.0,0.0
467,-20.0,0.0
468,-19.0,0.0
469,-25.0,0.0
470,-24.0,0.0
471,-16.0,0.0
472,-21.0,0.0
473,-20.0,0.0
474,-24.0,0.0
475,-24.0,0.0
476,-22.0,0.0
477,-24.0,0.0
478,-16.0,0.0
479,-22.0,0.0
480,-19.0,0.0
481,-27.0,0.0
482,-22.0,0.0
483,-26.0,0.0
484,-25.0,0.0
485,-22.0,0.0
486,-24.0,0.0
487,-24.0,0.0
488,-24.0,0.0
489,-19.0,0.0
490,-19.0,0.0
491,-22.0,0.0
492,-16.0,0.0
493,-22.0,0.0
494,-27.0,-1.0
495,-16.0,-1.0
496,-26.0,-2.0
497,-20.0,-2.0
498,-26.0,-2.0
499,-19.0,-2.0
500,-18.0,-2.0
501,-22.0,-1.0
502,-15.0,0.0
503,-23.0,0.0
504,-21.0,0.0
505,-23.0,0.0
506,-24.0,0.0
507,-23.0,0.0
508,-22.0,0.0
509,-20.0,0.0
510,-21.0,0.0
511,-23.0,0.0
512,-22.0,0.0
513,-16.0,0.0
514,-26.0,1.0
515,-27.0,1.0
516,-23.0,1.0
517,-29.0,0.0
518,-25.0,0.0
519,-22.0,0.0
520,-27.0,0.0
521,-19.0,-1.0
522,-25.0,0.0
523,-27.0,0.0
524,-22.0,0.0
525,-25.0,0.0
526,-25.0,0.0
527,-22.0,0.0
528,-24.0,-1.0
529,-29.0,-2.0
530,-22.0,-2.0
531,-20.0,-2.0
532,-25.0,-2.0
533,-29.0,-2.0
534,-30.0,-2.0
535,-24.0,-1.0
536,-17.0,-1.0
537,-24.0,-1.0
538,-22.0,-1.0
539,-21.0,-1.0
540,-25.0,-1.0
541,-23.0,0.0
542,-21.0,0.0
543,-23.0,0.0
544,-22.0,0.0
545,-22.0,0.0
546,-21.0,0.0
547,-20.0,0.0
548,-22.0,0.0
549,-22.0,0.0
550,-21.0,0.0
551,-22.0,1.0
552,-25.0,1.0
553,-23.0,1.0
554,-22.0,1.0
555,-25.0,1.0
556,-20.0,1.0
557,-15.0,1.0
558,-21.0,2.0
559,-25.0,2.0
560,-25.0,2.0
561,-25.0,2.0
562,-19.0,2.0
563,-21.0,1.0
564,-25.0,1.0
565,-25.0,0.0
566,-21.0,0.0
567,-25.0,0.0
568,-19.0,0.0
569,-19.0,0.0
570,-24.0,1.0
571,-22.0,1.0
572,-23.0,0.0
573,-21.0,0.0
574,-24.0,0.0
575,-27.0,0.0
576,-22.0,0.0
577,-21.0,0.0
578,-26.0,0.0
579,-16.0,0.0
580,-18.0,0.0
581,-25.0,0.0
582,-20.0,0.0
583,-25.0,0.0
584,-23.0,0.0
585,-19.0,0.0
586,-29.0,0.0
587,-19.0,0.0
588,-25.0,0.0
589,-20.0,0.0
590,-20.0,0.0
591,-21.0,0.0
592,-24.0,0.0
593,-20.0,0.0
594,-22.0,0.0
595,-23.0,0.0
596,-22.0,0.0
597,-22.0,0.0
598,-20.0,0.0
599,-23.0,0.0
600,-20.0,0.0
601,-19.0,0.0
602,-20.0,0.0
603,-24.0,0.0
604,-27.0,0.0
605,-23.0,0.0
606,-19.0,0.0
607,-20.0,0.0
608,-20.0,0.0
609,-25.0,0.0
610,-22.0,0.0
611,-16.0,0.0
612,-23.0,0.0
613,-24.0,0.0
614,-26.0,0.0
615,-20.0,0.0
616,-25.0,0.0
617,-25.0,0.0
618,-25.0,0.0
619,-24.0,0.0
620,-26.0,0.0
621,-26.0,0.0
622,-19.0,0.0
623,-16.0,0.0
624,-25.0,0.0
625,-20.0,0.0
626,-25.0,0.0
627,-20.0,0.0
628,-23.0,-1.0
629,-24.0,-1.0
630,-25.0,-1.0
631,-22.0,-1.0
632,-21.0,-2.0
633,-22.0,-1.0
634,-23.0,-1.0
635,-24.0,-1.0
636,-22.0,0.0
637,-16.0,0.0
638,-28.0,0.0
639,-26.0,0.0
640,-23.0,0.0
641,-25.0,0.0
642,-23.0,0.0
643,-16.0,0.0
644,-23.0,0.0
645,-22.0,0.0
646,-25.0,0.0
647,-28.0,0.0
648,-26.0,0.0
649,-20.0,0.0
650,-23.0,0.0
651,-20.0,0.0
652,-20.0,0.0
653,-21.0,0.0
654,-21.0,0.0
655,-16.0,0.0
656,-29.0,0.0
657,-19.0,0.0
658,-20.0,0.0
659,-27.0,0.0
660,209.0,0.0
661,745.0,0.0
662,1096.0,0.0
663,1237.0,0.0
664,1251.0,0.0
665,1227.0,0.0
666,1191.0,0.0
667,1909.0,-6.0
668,2279.0,-21.0
669,2279.0,-42.0
670,2283.0,-48.0
671,2288.0,2.0
672,2279.0,159.0
673,2274.0,466.0
674,2282.0,941.0
675,2279.0,1573.0
676,2273.0,3135.0
677,2005.0,3943.0
678,1515.0,4685.0
679,1220.0,5317.0
680,1132.0,5817.0
681,1152.0,6174.0
682,1200.0,6378.0
683,1196.0,6416.0
684,1189.0,6271.0
685,1177.0,5940.0
686,1183.0,5432.0
687,1183.0,4759.0
688,-22.0,-398.0
689,-25.0,-1553.0
690,-23.0,-2612.0
691,-23.0,-3496.0
692,-22.0,-4138.0
693,-23.0,-4506.0
694,-25.0,-4619.0
695,-25.0,-4557.0
696,36.0,-4436.0
697,555.0,-4374.0
698,987.0,-4458.0
699,1169.0,-4722.0
700,1207.0,-5135.0
701,1181.0,-5614.0
702,1157.0,-6046.0
703,1153.0,-6323.0
704,1155.0,-6379.0
705,1151.0,-6199.0
706,1147.0,-5806.0
707,1138.0,-5237.0
708,1101.0,-4526.0
709,787.0,-3699.0
710,-20.0,-1776.0
711,-25.0,-743.0
712,-20.0,265.0
713,-24.0,1169.0
714,-21.0,1886.0
715,-19.0,2356.0
716,-24.0,2555.0
717,-21.0,2493.0
718,-25.0,2204.0
719,-21.0,1726.0
720,-21.0,1098.0
721,1088.0,354.0
722,2279.0,-469.0
723,2281.0,-1329.0
724,2278.0,-2166.0
725,2278.0,-2903.0
726,2282.0,-3464.0
727,2281.0,-3792.0
728,2271.0,-3871.0
729,2226.0,-3722.0
730,1381.0,-3375.0
731,178.0,-2848.0
732,-21.0,-74.0
733,-23.0,1255.0
734,-20.0,2713.0
735,-18.0,4180.0
736,-27.0,5489.0
737,-20.0,6451.0
738,-24.0,6896.0
739,-25.0,6717.0
740,-26.0,-3138.0
741,-19.0,-2498.0
742,-26.0,-1226.0
743,-20.0,-966.0
744,-24.0,-738.0
745,-20.0,-528.0
746,-16.0,-333.0
747,-22.0,-163.0
748,-20.0,-22.0
749,-26.0,89.0
750,-27.0,178.0
751,-25.0,252.0
752,-21.0,318.0
753,-21.0,381.0
754,-21.0,442.0
755,-24.0,504.0
756,-31.0,565.0
757,-19.0,623.0
758,-27.0,679.0
759,-20.0,730.0
760,-17.0,778.0
761,-26.0,820.0
762,-23.0,859.0
763,-20.0,893.0
764,-26.0,950.0
765,-21.0,973.0
766,-20.0,994.0
767,-23.0,1012.0
768,-24.0,1028.0
769,-26.0,1040.0
770,-22.0,1051.0
771,-22.0,1058.0
772,-20.0,969.0
773,-22.0,953.0
774,-23.0,937.0
775,-20.0,920.0
776,-22.0,903.0
777,-19.0,885.0
778,-22.0,866.0
779,-27.0,846.0
780,-16.0,826.0
781,-25.0,805.0
782,-26.0,782.0
783,-24.0,758.0
784,-22.0,734.0
785,-20.0,710.0
786,-22.0,685.0
787,-24.0,661.0
788,-26.0,638.0
789,-25.0,616.0
790,-22.0,594.0
791,-25.0,572.0
792,-23.0,551.0
793,-22.0,528.0
794,-24.0,506.0
795,-20.0,483.0
796,-22.0,461.0
797,-25.0,439.0
798,-26.0,417.0
799,-23.0,396.0
800,-16.0,376.0
801,-22.0,356.0
802,-26.0,336.0
803,-20.0,316.0
804,-30.0,296.0
805,-19.0,277.0
806,-24.0,259.0
807,-16.0,241.0
808,-1.0,224.0
809,495.0,207.0
810,948.0,191.0
811,1143.0,174.0
812,1190.0,158.0
813,1175.0,141.0
814,1162.0,125.0
815,1151.0,106.0
816,932.0,82.0
817,383.0,52.0
818,-22.0,28.0
819,-16.0,35.0
820,122.0,108.0
821,366.0,283.0
822,407.0,581.0
823,205.0,1001.0
824,231.0,1510.0
825,691.0,2039.0
826,1523.0,2489.0
827,1812.0,2746.0
828,1932.0,2719.0
829,2272.0,2370.0
830,2280.0,1726.0
831,2272.0,877.0
832,2280.0,-51.0
833,2277.0,-920.0
834,2275.0,-1597.0
835,2275.0,-1981.0
836,2280.0,-2015.0
837,2277.0,-1701.0
838,2282.0,-1086.0
839,2275.0,-249.0
840,2280.0,712.0
841,2280.0,1692.0
842,2280.0,2581.0
843,2278.0,3276.0
844,2271.0,3705.0
845,2278.0,3278.0
846,2275.0,2721.0
847,2277.0,2091.0
848,2271.0,1466.0
849,2276.0,905.0
850,2279.0,441.0
851,2276.0,78.0
852,2031.0,-202.0
853,1537.0,-425.0
854,1234.0,-613.0
855,1122.0,-778.0
856,2104.0,-3155.0
857,2276.0,-3589.0
858,2274.0,-3932.0
859,2106.0,-4147.0
860,1720.0,-4233.0
861,1604.0,-4206.0
862,1756.0,-4089.0
863,1697.0,-3894.0
864,1095.0,-3613.0
865,662.0,-3220.0
866,635.0,-2681.0
867,712.0,-1978.0
868,525.0,-1139.0
869,-16.0,-244.0
870,-21.0,1589.0
871,-24.0,1606.0
872,-20.0,1283.0
873,-25.0,681.0
874,-16.0,-96.0
875,-23.0,-933.0
876,-22.0,-1733.0
877,-17.0,-2432.0
878,-22.0,-3001.0
879,-25.0,-3427.0
880,-17.0,-3712.0
881,-23.0,-3857.0
882,-23.0,-3869.0
883,-26.0,-3749.0
884,-22.0,-3506.0
885,-26.0,-3156.0
886,-21.0,-2726.0
887,-18.0,-2254.0
888,-20.0,-1780.0
889,-21.0,-1338.0
890,-21.0,-951.0
891,-19.0,-630.0
892,-24.0,-373.0
893,-22.0,395.0
894,-18.0,473.0
895,-26.0,543.0
896,-27.0,604.0
897,-23.0,659.0
898,-21.0,708.0
899,-22.0,752.0
900,-20.0,793.0
901,-20.0,832.0
902,-20.0,868.0
903,-20.0,902.0
904,-23.0,934.0
905,-23.0,965.0
906,-23.0,994.0
907,-16.0,1020.0
908,-27.0,1044.0
909,-22.0,1065.0
910,-24.0,1083.0
911,-22.0,1098.0
912,-25.0,1111.0
913,-24.0,1122.0
914,-20.0,1130.0
915,-23.0,1136.0
916,-23.0,1139.0
917,-25.0,1140.0
918,-23.0,1138.0
919,-18.0,1134.0
920,-25.0,1128.0
921,-21.0,1119.0
922,-24.0,1110.0
923,-27.0,1099.0
924,-21.0,1088.0
925,-19.0,1076.0
926,157.0,1063.0
927,352.0,1050.0
928,446.0,1036.0
929,982.0,1021.0
930,1866.0,1006.0
931,2280.0,989.0
932,2286.0,971.0
933,2280.0,950.0
934,2277.0,926.0
935,2277.0,900.0
936,2281.0,878.0
937,2282.0,868.0
938,2279.0,895.0
939,2280.0,3486.0
940,2281.0,4155.0
941,2279.0,4667.0
942,2279.0,4926.0
943,2289.0,4875.0
944,2281.0,4520.0
945,2278.0,3920.0
946,2280.0,3174.0
947,2280.0,2392.0
948,2280.0,1669.0
949,2267.0,1070.0
950,435.0,619.0
951,-25.0,306.0
952,-22.0,95.0
953,-25.0,-282.0
954,-24.0,-383.0
955,-25.0,-464.0
956,-21.0,-524.0
957,-21.0,-593.0
958,-21.0,-730.0
959,-16.0,-1002.0
960,-23.0,-1459.0
961,-19.0,-2111.0
962,-20.0,-2920.0
963,-22.0,-3792.0
964,-23.0,-4597.0
965,-16.0,-5189.0
966,-25.0,-5455.0
967,-26.0,-5346.0
968,-20.0,-4895.0
969,-28.0,-4196.0
970,-23.0,-3379.0
971,-20.0,-2578.0
972,-21.0,-1892.0
973,-16.0,-1377.0
974,-28.0,-1039.0
975,-22.0,-653.0
976,-23.0,-576.0
977,-20.0,-488.0
978,-16.0,-394.0
979,-16.0,-306.0
980,-25.0,-232.0
981,-26.0,-175.0
982,-21.0,-132.0
983,-26.0,-97.0
984,-18.0,-67.0
985,-24.0,-38.0
986,465.0,-9.0
987,2097.0,19.0
988,2281.0,48.0
989,2278.0,77.0
990,2276.0,105.0
991,2281.0,131.0
992,2275.0,152.0
993,2276.0,163.0
994,2276.0,161.0
995,2280.0,158.0
996,2273.0,195.0
997,2274.0,332.0
998,2278.0,628.0
999,2283.0,1114.0
1000,2284.0,1780.0
1001,2284.0,2569.0
1002,2271.0,3375.0
1003,2285.0,4062.0
1004,2281.0,4497.0
1005,2279.0,4592.0
1006,2277.0,4328.0
1007,2280.0,3761.0
1008,2279.0,1412.0
1009,2278.0,791.0
1010,2282.0,348.0
1011,2286.0,73.0
1012,2279.0,-76.0
1013,2283.0,-159.0
1014,2273.0,-222.0
1015,2273.0,-291.0
1016,2282.0,-371.0
1017,2280.0,-453.0
1018,2282.0,-524.0
1019,2280.0,-579.0
1020,2275.0,-617.0
1021,2274.0,-641.0
1022,2263.0,-655.0
1023,667.0,-666.0
1024,-20.0,-676.0
1025,-22.0,-686.0
1026,-28.0,-699.0
1027,-25.0,-713.0
1028,-22.0,-726.0
1029,-21.0,-733.0
1030,-16.0,-715.0
1031,-26.0,-791.0
1032,592.0,-1001.0
1033,2273.0,-1391.0
1034,2277.0,-1969.0
1035,2284.0,-2699.0
1036,2279.0,-3495.0
1037,2277.0,-4232.0
1038,2278.0,-4773.0
1039,2285.0,-5015.0
1040,2281.0,-4909.0
1041,2271.0,-4467.0
1042,2277.0,-3736.0
1043,2277.0,-2781.0
1044,2285.0,-1678.0
1045,2279.0,-503.0
1046,2280.0,670.0
1047,2275.0,1773.0
1048,2281.0,2731.0
1049,2283.0,3464.0
1050,2277.0,3901.0
1051,2284.0,4000.0
1052,2281.0,2593.0
1053,2277.0,1870.0
1054,2279.0,1209.0
1055,2280.0,687.0
1056,2276.0,336.0
1057,2287.0,141.0
1058,2284.0,57.0
1059,2281.0,27.0
1060,2288.0,5.0
1061,2274.0,-30.0
1062,2279.0,-84.0
1063,2278.0,-142.0
1064,2277.0,-193.0
1065,2279.0,-230.0
1066,2280.0,-252.0
1067,1547.0,-261.0
1068,-26.0,-263.0
1069,-26.0,-262.0
1070,-24.0,-261.0
1071,-22.0,-260.0
1072,-24.0,-260.0
1073,-19.0,-259.0
1074,2284.0,-214.0
1075,2279.0,-250.0
1076,2281.0,-400.0
1077,2280.0,-719.0
1078,2283.0,-1236.0
1079,2283.0,-1938.0
1080,2277.0,-2756.0
1081,2283.0,-3555.0
1082,2283.0,3213.0
1083,2280.0,2565.0
1084,2276.0,1898.0
1085,2285.0,920.0
1086,2283.0,666.0
1087,2281.0,532.0
1088,2278.0,463.0
1089,2275.0,411.0
1090,2277.0,348.0
1091,2279.0,268.0
1092,2276.0,182.0
1093,2279.0,105.0
1094,2275.0,49.0
1095,2273.0,17.0
1096,2277.0,3.0
1097,2281.0,2.0
1098,2281.0,5.0
1099,2276.0,8.0
1100,2275.0,9.0
1101,2279.0,6.0
1102,2273.0,1.0
1103,2070.0,-5.0
1104,1126.0,-13.0
1105,83.0,-20.0
1106,-25.0,-27.0
1107,-26.0,-32.0
1108,-22.0,-29.0
1109,-22.0,-14.0
1110,-20.0,7.0
1111,-20.0,11.0
1112,-24.0,-51.0
1113,-22.0,-236.0
1114,-25.0,-590.0
1115,-26.0,-1122.0
1116,-20.0,-1802.0
1117,-28.0,-2550.0
1118,-25.0,-3252.0
1119,-23.0,-3779.0
1120,-22.0,-4021.0
1121,-26.0,-3509.0
1122,-24.0,-2850.0
1123,-24.0,-2065.0
1124,-21.0,-1274.0
1125,-28.0,-575.0
1126,-21.0,-23.0
1127,-22.0,366.0
1128,-22.0,620.0
1129,-19.0,782.0
1130,-25.0,896.0
1131,-21.0,993.0
1132,-22.0,1084.0
1133,-23.0,1162.0
1134,-25.0,1219.0
1135,-19.0,1248.0
1136,-24.0,1251.0
1137,-19.0,1235.0
1138,-23.0,1208.0
1139,-20.0,1179.0
1140,-29.0,1152.0
1141,-20.0,1130.0
1142,-19.0,1112.0
1143,-24.0,1097.0
1144,-19.0,1083.0
1145,-21.0,1070.0
1146,-25.0,1056.0
1147,-20.0,1041.0
1148,-22.0,1025.0
1149,-20.0,1007.0
1150,-25.0,989.0
1151,-25.0,971.0
1152,-25.0,952.0
1153,-25.0,933.0
1154,-26.0,913.0
1155,-27.0,893.0
1156,-25.0,873.0
1157,-20.0,853.0
1158,-19.0,832.0
1159,-25.0,812.0
1160,-25.0,791.0
1161,-21.0,770.0
1162,-18.0,749.0
1163,-21.0,727.0
1164,-20.0,705.0
1165,-26.0,682.0
1166,149.0,660.0
1167,610.0,639.0
1168,740.0,618.0
1169,791.0,599.0
1170,1169.0,580.0
1171,1694.0,562.0
1172,1926.0,543.0
1173,1782.0,522.0
1174,1710.0,497.0
1175,2004.0,472.0
1176,2275.0,458.0
1177,2267.0,470.0
1178,2274.0,526.0
1179,2273.0,645.0
1180,2278.0,845.0
1181,2280.0,1133.0
1182,2281.0,1499.0
1183,2284.0,1907.0
1184,2281.0,2309.0
1185,2276.0,2653.0
1186,2269.0,2896.0
1187,2275.0,3006.0
1188,2280.0,2969.0
1189,2274.0,2794.0
1190,2273.0,2509.0
1191,2276.0,2152.0
1192,2271.0,1759.0
1193,2284.0,1359.0
1194,2284.0,971.0
